"club_id","club_number","club_name","address1","club_name_identifier","address2","locator","city","state","zip","country","phone","fax","email","website_url","open","map"
"611","527","Milwaukee","1020 W Layton Ave","Milwaukee - 527","","Same stripmall as I-HOP","Milwaukee","WI","53221","USA","4144831300","","milwaukeewi@snapfitness.com","www.snapfitness.com/milwaukeewi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_527.pdf"
"620","963","ABQ Unser","5740 Night Whisper NW","ABQ Unser - 963","","Unser and McMahon","Albuquerque","NM","87114","USA","5058905377","","abq3@snapfitness.com","www.snapfitness.com/abq3","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_963.pdf"
"621","735","ABQ Carmel","7900 Carmel Ave. NE","ABQ Carmel - 735","","","Albuquerque","NM","87122","USA","5053323944","","abq1@snapfitness.com","www.snapfitness.com/abq1","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_735.pdf"
"622","328","Colgate","N95W25901 County Rd Q","Colgate - 328","","County Line Rd and HWY 164","Colgate","WI","53017","USA","2626282800","","colgate@snapfitness.com","www.snapfitness.com/colgate","Yes",""
"623","383","Brown Deer","4301 W. Bradley Rd","Brown Deer - 383","","","Brown Deer","WI","53223","USA","4143543481","","browndeer@snapfitness.com","www.snapfitness.com/browndeer","Yes",""
"624","1609","Marshall","506 Plaza Drive","Marshall - 1609","","","Marshall","WI","53559","USA","6086558555","","marshallwi@snapfitness.com","www.snapfitness.com/marshallwi","Yes",""
"633","10000","Chanhassen","2411 Galpin Court","Chanhassen - 10000","Suite 110","Corner of galpin & lyman","Chanhassen","MN","55317","USA","9524745422","","bsimondet@snapfitness.com","www.snapfitness.com/snapfitness","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_10000.pdf"
"634","332","Silverthorne","358 Blue River Pkwy Suite B","Silverthorne - 332","PO Box 1247","Blue River Parkway and 4th Street","Silverthorne","CO","80498","USA","9704689801","","silverthorne@snapfitness.com","www.snapfitness.com/silverthorne","Yes",""
"636","482","Sulphur","1003 South Beglis Pkwy","Sulphur - 482","","","Sulphur","LA","70663","USA","3375286933","","sulphurla@snapfitness.com","www.snapfitness.com/sulphurla","Yes",""
"640","483","Carlisle","115 N 1st Street","Carlisle - 483","","Located in Downtown Carlisle","Carlisle","IA","50047","USA","5159892025","","carlisle@snapfitness.com","www.snapfitness.com/carlisle","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_483.pdf"
"641","961","Harahan","1640 Hickory Ave.","Harahan - 961","","Corner of Hickory and Citrus.","Harahan","LA","70123","USA","504-575-3000","","riverridge@snapfitness.com","www.snapfitness.com/harahan","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_961.pdf"
"642","319","Luling","12807 Hwy. 90","Luling - 319","","On Coronado Dr. behind Blockbuster","Luling","LA","70070","USA","9857851718","","luling@snapfitness.com","www.snapfitness.com/luling","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_319.pdf"
"643","343","Jacksonville","2216 Oak Street","Jacksonville - 343","","","Jacksonville","FL","32204","USA","9047388325","","jacksonvillefl@snapfitness.com","www.snapfitness.com/jacksonvillefl","Yes",""
"644","297","Houma","292 South Hollywood Road","Houma - 297","","Between Hwy 311 and MLK","Houma","LA","70360","USA","9858738585","","houma@snapfitness.com","www.snapfitness.com/houma","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_297.pdf"
"645","321","Niceville","144 Palm Blvd","Niceville - 321","","corner of Palm Blvd. & Partin Dr.","Niceville","FL","32578","USA","8506787627","","niceville@snapfitness.com","www.snapfitness.com/niceville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_321.pdf"
"649","304","Coeur d Alene","3270 W. Prairie Ave.","Coeur d Alene - 304","","Corner of Prairie Ave. & Atlas Rd.","Coeur d Alene","ID","83815","USA","2087724900","","coeurdalene@snapfitness.com","www.snapfitness.com/coeurdalene","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_304.pdf"
"651","1136","Lowell","2173 West Main St.","Lowell - 1136","","Between the Movie Theater and TSC","Lowell","MI","49331","USA","6169874000","","lowellmi@snapfitness.com","www.snapfitness.com/lowellmi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1136.pdf"
"653","401","Belmont","2355 Belmont Center Drive","Belmont - 401","","Belmont Center Dr, Next to BC Pizza","Belmont","MI","49306","USA","6167194577","","belmont@snapfitness.com","www.snapfitness.com/belmont","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_401.pdf"
"654","519","Prior Lake","6880 Boudin Street","Prior Lake - 519","","","Prior Lake","MN","55372","USA","9522263481","","savage@snapfitness.com","www.snapfitness.com/savage","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_519.pdf"
"655","280","Le Center","100 E. Minnesota St.","Le Center - 280","","","Le Center","MN","56057","USA","5073572242","","lecenter@snapfitness.com","www.snapfitness.com/lecenter","Yes",""
"656","322","Yuma","2780 South Pacific Ave.","Yuma - 322","Suite B","Old Hollywood Video location next to Wal-Mart","Yuma","AZ","85365","USA","9287823939","","yuma@snapfitness.com","www.snapfitness.com/yuma","Yes",""
"657","763","Yuma Foothills","11274 S. Fortuna Road","Yuma Foothills - 763","Suite C4","Next to Da Boyz Pizza","Yuma","AZ","85367","USA","9283456500","","yumafoothills@snapfitness.com","www.snapfitness.com/yumafoothills","Yes",""
"660","688","Auburn","650 E. Jackson Street","Auburn - 688","","Next to Dollar General","Auburn","IL","62615","USA","2174384348","","auburn@snapfitness.com","www.snapfitness.com/auburn","Yes",""
"666","281","Grand Blanc","4501 East Hill Road","Grand Blanc - 281","","","Grand Blanc","MI","48439","USA","8106944000","","grandblanc@snapfitness.com","www.snapfitness.com/grandblanc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_281.pdf"
"668","818","Miamisburg","9468 Springboro Pike","Miamisburg - 818","","","Miamisburg","OH","45342","USA","9374287627","","miamisburgoh@snapfitness.com","www.snapfitness.com/miamisburgoh","Yes",""
"673","634","West Allis","7512 W. Oklahoma Ave.","West Allis - 634","","N/E corner of S. 76th/ Oklahoma Av","West Allis","WI","53219","USA","4143218800","","westallis@snapfitness.com","www.snapfitness.com/westallis","Yes",""
"674","286","Fort Dodge","2105 5th Ave. South","Fort Dodge - 286","","","Fort Dodge","IA","50501","USA","5155765599","","fortdodge@snapfitness.com","www.snapfitness.com/fortdodge","Yes",""
"678","1083","Celina","909 East Wayne Street","Celina - 1083","","Located in the Galleria","Celina","OH","45822","USA","5678907627","","celinaoh@snapfitness.com","www.snapfitness.com/celinaoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1083.pdf"
"681","356","Palatine","19 West Wilson","Palatine - 356","","Wilson St./Plum Grove","Palatine","IL","60067","USA","8473587627","","palatine@snapfitness.com","www.snapfitness.com/palatine","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_356.pdf"
"683","466","Moody","2846 Moody Parkway","Moody - 466","Suite 100","","Moody","AL","35004","USA","2056405588","","moody@snapfitness.com","www.snapfitness.com/moody","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_466.pdf"
"687","309","Reedsburg","1587 East Main Street","Reedsburg - 309","","","Reedsburg","WI","53959","USA","6087687348","","reedsburg@snapfitness.com","www.snapfitness.com/reedsburg","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_309.pdf"
"688","957","Chanhassen","2411 Galpin Court","Chanhassen - 957","Suite 110","Corner of Galpin & Lyman","Chanhassen","MN","55317","USA","9525675800","","chanhassen@snapfitness.com","www.snapfitness.com/chanhassen","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_957.pdf"
"693","598","Layton","2940 North Church Street","Layton - 598","Suite 101","","Layton","UT","84040","USA","8017710070","","layton@snapfitness.com","www.snapfitness.com/layton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_598.pdf"
"694","1213","El Dorado Hills","2222 Francisco Dr. #290","El Dorado Hills - 1213","","Corner of Green Valley & Francisco","El Dorado Hills","CA","95762","USA","9169339448","","eldoradohills@snapfitness.com","www.snapfitness.com/eldoradohills","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1213.pdf"
"695","953","Placerville","1248 Broadway","Placerville - 953","Hangtown Village Square","Rite-Aid/McDonald Plaza off Hwy 50","Placerville","CA","95667","USA","5306212777","","placerville@snapfitness.com","www.snapfitness.com/placerville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_953.pdf"
"696","546","Knoxville-Middlebrook Pike","8651 Middlebrook Pike","Knoxville-Middlebrook Pike - 546","","1/2 mile west of Gallaher View","Knoxville","TN","37923","USA","8653572444","","knoxville2@snapfitness.com","www.snapfitness.com/knoxville2","Yes",""
"700","503","Shawano","1056 East Green Bay Street","Shawano - 503","Suite 500","next to Little Caesars","Shawano","WI","54166","USA","7155244348","","shawano@snapfitness.com","www.snapfitness.com/shawano","Yes",""
"701","899","St. Henry","531 S. Eastern Av.","St. Henry - 899","","Take 118 South of town","St. Henry","OH","45883","USA","4196787627","","sthenryoh@snapfitness.com","www.snapfitness.com/sthenryoh","Yes",""
"713","351","Staples","106 NE 4th Street","Staples - 351","","","Staples","MN","56479","USA","2188957627","","staples@snapfitness.com","www.snapfitness.com/staples","Yes",""
"714","279","Pine Brook","16 Route 46","Pine Brook - 279","PO Box 252","(Corner of Changebridge Road)","Pine Brook","NJ","07058","USA","9735750052","","pinebrook@snapfitness.com","www.snapfitness.com/pinebrook","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_279.pdf"
"717","330","Casa Grande","1667 N. Trekell Road","Casa Grande - 330","","","Casa Grande","AZ","85122","USA","5204230123","","casagrande@snapfitness.com","www.snapfitness.com/casagrande","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_330.pdf"
"721","354","North Ogden","2331 North Washington Blvd.","North Ogden - 354","","Behind Taco Time","North Ogden","UT","84414","USA","8017371570","","northogden@snapfitness.com","www.snapfitness.com/northogden","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_354.pdf"
"728","376","Louisville","7517 Outer Loop","Louisville - 376","","","Louisville","KY","40228","USA","5026182080","","louisville6@snapfitness.com","www.snapfitness.com/louisville6","Yes",""
"731","129","Springfield","1362 Toronto Rd.","Springfield - 129","","Located across from Mowies Cue in the Southfield Commons shopping center","Springfield","IL","62791","USA","2175852999","","springfield@snapfitness.com","www.snapfitness.com/springfield","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_129.pdf"
"732","420","Riverview","11369 Big Bend Rd.","Riverview - 420","","In the Summerfield Shopping Center","Riverview","FL","33569","USA","8136711200","","riverview@snapfitness.com","www.snapfitness.com/riverview","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_420.pdf"
"734","502","Long Prairie","220 Lake Street S","Long Prairie - 502","","","Long Prairie","MN","56347","USA","3207322296","","longprairie@snapfitness.com","www.snapfitness.com/longprairie","Yes",""
"737","358","Richmond Hill","1380 Major Mackenzie Drive East","Richmond Hill - 358","","","Richmond Hill","ON","L4S 0A1","CAN","9058847627","","richmondhill@snapfitness.com","www.snapfitness.com/richmondhill","Yes",""
"738","361","Greenville","1317 Wagner Ave","Greenville - 361","","Off Russ Rd/Across from Subway","Greenville","OH","45331","USA","9375473311","","greenville@snapfitness.com","www.snapfitness.com/greenville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_361.pdf"
"740","733","Davidson","130 Harbour Place Drive","Davidson - 733","","Just off I-77 Exit 30 on Griffith St traffic circle","Davidson","NC","28036","USA","7048957474","","davidsonnc@snapfitness.com","www.snapfitness.com/davidsonnc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_733.pdf"
"741","672","Concord-Huntersville","11159 Davinci Drive","Concord-Huntersville - 672","","Poplar Tent Ch Rd & Hwy 73 by Lowes Food & CVS","Davidson","NC","28036","USA","7044394543","","rensquare@snapfitness.com","www.snapfitness.com/rensquare","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_672.pdf"
"744","531","Santa Clara","60 N. Winchester Blvd.","Santa Clara - 531","","Across from Valley Fair Mall","Santa Clara","CA","95050","USA","4082601111","","santaclara@snapfitness.com","www.snapfitness.com/santaclara","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_531.pdf"
"752","283","Minneapolis- Northeast","945 Broadway Street NE","Minneapolis-Northeast - 283","","In the Broadway building at Broadway and Central","Minneapolis","MN","55413","USA","6127464002","","neminneapolis@snapfitness.com","www.snapfitness.com/neminneapolis","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_283.pdf"
"754","123","Fridley","6528 University Ave NE","Fridley - 123","","Holly Center by Old Country Buffet","Fridley","MN","55432","USA","6123882762","","fridley@snapfitness.com","www.snapfitness.com/fridley","Yes",""
"767","388","Norton","3300 Greenwich Rd.","Norton - 388","","1/4 mile W of Cleveland-Massilon Rd","Norton","OH","44203","USA","3308250002","","norton@snapfitness.com","www.snapfitness.com/norton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_388.pdf"
"769","679","Bismarck West","809 West Interstate Ave.","Bismarck West - 679","Suite E","One Block East of TJ Maxx","Bismarck","ND","58503","USA","7017517777","","bismarckwest@snapfitness.com","www.snapfitness.com/bismarckwest","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_679.pdf"
"770","416","Winnipeg","8-2835 Pembina Hwy","Winnipeg - 416","","","Winnipeg","MB","R3T4Z8","CAN","2049813669","","winnipeg@snapfitness.com","www.snapfitness.com/winnipeg","Yes",""
"778","508","Worcester","1000 Grafton St.","Worcester - 508","","Next to the Roosevelt School","Worcester","MA","01604","USA","5087917627","","graftonhill@snapfitness.com","www.snapfitness.com/graftonhill","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_508.pdf"
"795","419","Portage","641 Romence Rd.","Portage - 419","","In the Shoppes at Romence Village","Portage","MI","49024","USA","2693277627","","portage2@snapfitness.com","www.snapfitness.com/portage2","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_419.pdf"
"798","348","Derby","6950 Erie Rd.","Derby - 348","","Tops Plaza","Derby","NY","14047","USA","7169479010","","derby@snapfitness.com","www.snapfitness.com/derby","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_348.pdf"
"802","71","Cedar City","2333 West Hwy 56","Cedar City - 71","Suite 400","3/4 Mile West of I-15 on HWY 56","Cedar City","UT","84720","USA","4358671301","","cedarcity@snapfitness.com","www.snapfitness.com/cedarcity","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_71.pdf"
"805","378","Sauk City","934 Water Street","Sauk City - 378","","","Sauk City","WI","53583","USA","6086449159","","saukcity@snapfitness.com","www.snapfitness.com/saukcity","Yes",""
"808","331","Rogers","13635 Northdale Blvd.","Rogers - 331","","Near SuperTarget and Caribou coffee","Rogers","MN","55374","USA","7634282208","","rogers@snapfitness.com","www.snapfitness.com/rogers","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_331.pdf"
"809","429","Champlin","12460 Champlin Drive","Champlin - 429","","Hayden Lake Road and Hwy 169","Champlin","MN","55316","USA","7634214463","","champlin@snapfitness.com","www.snapfitness.com/champlin","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_429.pdf"
"810","334","Knoxville","7343 Chapman Highway","Knoxville - 334","","","Knoxville","TN","37920","USA","8655776633","","knoxville@snapfitness.com","www.snapfitness.com/knoxville","Yes",""
"812","571","Great Falls 10th Ave","2104 10th Avenue South","Great Falls 10th Ave - 571","","","Great Falls","MT","59405","USA","4067272077","","greatfalls2@snapfitness.com","www.snapfitness.com/greatfalls2","Yes",""
"820","525","Escondido","2355 East Valley Pkwy","Escondido - 525","","Vons Center at Citrus Ave.","Escondido","CA","92027","USA","7607467627","","escondido@snapfitness.com","www.snapfitness.com/escondido","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_525.pdf"
"821","363","Vista","950 E. Vista Way","Vista - 363","","Next to Subway","Vista","CA","92084","USA","7607587627","","vista@snapfitness.com","www.snapfitness.com/vista","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_363.pdf"
"834","1016","Gonzales","14505 Hwy. 44","Gonzales - 1016","","East Creek Shopping Center","Gonzales","LA","70737","USA","2256229999","","gonzaleseastcreek@snapfitness.com","www.snapfitness.com/gonzaleseastcreek","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1016.pdf"
"836","577","Geneseo","1045 S. Oakwood Ave.","Geneseo - 577","","Next to Pizza Hut","Geneseo","IL","61254","USA","3099444335","","geneseo@snapfitness.com","www.snapfitness.com/geneseo","Yes",""
"838","6250","Eureka","1958 S. Main St.","Eureka - 6250","","Lakeveiw Shopping Center","Eureka","IL","61530","USA","3094679500","","eureka@snapfitness.com","www.snapfitness.com/eureka","Yes",""
"841","391","McKinney","500 North Custer Road","McKinney - 391","","N. of Virginia pkwy on N. Custer Rd","McKinney","TX","75071","USA","9725487100","","mckinney2@snapfitness.com","www.snapfitness.com/mckinney2","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_391.pdf"
"842","590","waupaca","815 West Fulton Street","waupaca - 590","Suite 2","Located in the Waupaca Woods Mall","Waupaca","WI","54981","USA","7159422300","","waupaca@snapfitness.com","www.snapfitness.com/waupaca","Yes",""
"847","644","Silverdale","2400 NW Myhre Rd","Silverdale - 644","","","Silverdale","WA","98383","USA","3606982628","","silverdale@snapfitness.com","www.snapfitness.com/silverdale","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_644.pdf"
"848","460","Starkville","100 Starr Ave.","Starkville - 460","","","Starkville","MS","39759","USA","6623235611","","starkville@snapfitness.com","www.snapfitness.com/starkville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_460.pdf"
"850","918","Tuscaloosa","7402 Hwy 69 South","Tuscaloosa - 918","Suite E","","Tuscaloosa","AL","35405","USA","2053314772","","taylorvilleal@snapfitness.com","www.snapfitness.com/taylorvilleal","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_918.pdf"
"851","469","Quakertown","238 S. West End Blvd","Quakertown - 469","","Route 309 & Trumbauersville Road","Quakertown","PA","18951","USA","2155367650","","quakertown@snapfitness.com","www.snapfitness.com/quakertown","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_469.pdf"
"854","652","Belle Chasse","102 Woodland Hwy.","Belle Chasse - 652","","Belle Chasse Hwy. & Woodland Hwy.","Belle Chasse","LA","70037","USA","5043929828","","bellechasse@snapfitness.com","www.snapfitness.com/bellechasse","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_652.pdf"
"856","475","Harrison City","1075 Harrison City-Export Rd.","Harrison City - 475","","","Jeannette","PA","15644","USA","7247447779","","harrisoncity@snapfitness.com","www.snapfitness.com/harrisoncity","Yes",""
"857","371","Oakville","6070 Telegraph Rd.","Oakville - 371","Suite G","oakville2@snapfitness.com","Oakville","MO","63129","USA","3148464414","","oakville2@snapfitness.com","www.snapfitness.com/oakville2","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_371.pdf"
"863","426","Nixa","830 West Mount Vernon  Suite #7","Nixa - 426","","Westside Plaza","Nixa","MO","65714","USA","4177256656","","nixa@snapfitness.com","www.snapfitness.com/nixa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_426.pdf"
"868","436","Brandon","1149 Old Fannin Rd","Brandon - 436","","In front of Fannin Lanes Bowling Alley","Brandon","MS","39047","USA","6019927188","","brandon@snapfitness.com","www.snapfitness.com/brandon","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_436.pdf"
"869","341","Greenville","8118 Wesley Street","Greenville - 341","","Located across from Wal-Mart","Greenville","TX","75402","USA","9034557676","","greenvilletx@snapfitness.com","www.snapfitness.com/greenvilletx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_341.pdf"
"870","432","Perry","1030 26th Street","Perry - 432","","Located North of 141 in Perry Plaza","Perry","IA","50220","USA","5154652848","","perry@snapfitness.com","www.snapfitness.com/perry","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_432.pdf"
"872","338","Lexington","4384 Clearwater Way","Lexington - 338","","Just off Tates Creek & Man O War","Lexington","KY","40515","USA","8592718210","","lexingtonky@snapfitness.com","www.snapfitness.com/lexingtonky","Yes",""
"873","532","Charlotte","4805 Park Road","Charlotte - 532","","Intersection of Park Rd. and Seneca","Charlotte","NC","28209","USA","7045234015","","charlotte4@snapfitness.com","www.snapfitness.com/charlotte4","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_532.pdf"
"875","894","Grafton","2263 Wisconsin Avenue","Grafton - 894","Creekside Plaza Shopping Center","the corner of Wisconsin and 1st Ave","Grafton","WI","53024","USA","2623777053","","grafton@snapfitness.com","www.snapfitness.com/grafton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_894.pdf"
"878","535","Lake Oswego","6296 SW Meadows Rd.","Lake Oswego - 535","","SE Corner of Meadows/Bangy","Lake Oswego","OR","97035","USA","5039687627","","lakeoswego@snapfitness.com","www.snapfitness.com/lakeoswego","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_535.pdf"
"879","507","Harmony","100 Perry Hwy","Harmony - 507","","","Harmony","PA","16037","USA","7244529300","","harmony@snapfitness.com","www.snapfitness.com/harmony","Yes",""
"882","399","Springfield","3659 East Sunshine","Springfield - 399","","Right across the street from SAM's Club in the Eastgate Plaza","Springfield","MO","65809","USA","4178897627","","springfield4@snapfitness.com","www.snapfitness.com/springfield4","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_399.pdf"
"889","324","Chariton","110 N. Grand Street","Chariton - 324","","","Chariton","IA","50049","USA","7152549652","","chariton@snapfitness.com","www.snapfitness.com/chariton","Yes",""
"890","589","Allendale","6101 Lake Michigan Dr.","Allendale - 589","Heritage Town Square","Heritage Town next to Dollar Genera","Allendale","MI","49401","USA","6168952176","","allendalemi@snapfitness.com","www.snapfitness.com/allendalemi","Yes",""
"893","405","Grand Ledge","607 E Saginaw Hwy","Grand Ledge - 405","","Next to A&W","Grand Ledge","MI","48837","USA","5176273481","","grandledge@snapfitness.com","www.snapfitness.com/grandledge","Yes",""
"895","335","Westfield","220 West 161st Street","Westfield - 335","","161st & Spring Mill next to Kroger","Westfield","IN","46074","USA","3178677627","","westfield@snapfitness.com","www.snapfitness.com/westfield","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_335.pdf"
"899","839","Prescott","1454 West Gurley St.","Prescott - 839","","Snap Fitness, West Gurley","Prescott","AZ","86305","USA","9287760355","","prescottaz2@snapfitness.com","www.snapfitness.com/prescottaz2","Yes",""
"900","1045","Prescott Valley","6455 North Viewpoint Drive","Prescott Valley - 1045","","Snap Fitness, Viewpoint","Prescott Valley","AZ","86314","USA","9287750888","","prescottvalley@snapfitness.com","www.snapfitness.com/prescottvalley","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1045.pdf"
"901","442","Prescott","2971 Willow Creek Rd","Prescott - 442","","Snap Fitness, Willow Creek","Prescott","AZ","86301","USA","9284431309","","prescottaz@snapfitness.com","www.snapfitness.com/prescottaz","Yes",""
"902","453","Spotswood","404 Main Street","Spotswood - 453","","Behind Dunkin Donuts&Cambridge Inn","Spotswood","NJ","08884","USA","7322513348","","spotswood@snapfitness.com","www.snapfitness.com/spotswood","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_453.pdf"
"905","443","Robbinsdale","4070 Lakeland Ave. N.","Robbinsdale - 443","","In Robin Center next to Dollar Tree","Robbinsdale","MN","55422","USA","7633901313","","robbinsdale@snapfitness.com","www.snapfitness.com/robbinsdale","Yes",""
"908","603","San Mateo","1232 W. Hillsdale Blvd.","San Mateo - 603","","Laurelwood Shopping Center","San Mateo","CA","94403","USA","6503935625","","sanmateoca@snapfitness.com","www.snapfitness.com/sanmateoca","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_603.pdf"
